sys_id,opened_at,closed_at,category,priority,assignment_group,short_description,description
SR10296,2026-05-01 14:39:00,2026-05-01 18:09:35,Software,3 - Moderate,Service Desk,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10297,2026-03-07 06:53:00,2026-03-07 10:34:33,Network,3 - Moderate,Network Support,인터넷 연결 끊김 장애,오늘 아침부터 특정 층 전체 인터넷 연결이 끊겼습니다. 급한 업무가 많은데 빠른 확인 부탁드립니다.
SR10298,2026-03-15 07:19:00,2026-03-15 14:51:58,Hardware,3 - Moderate,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10299,2026-04-18 20:50:00,2026-04-19 00:48:06,Network,3 - Moderate,Network Support,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10300,2026-01-29 15:38:00,2026-01-30 15:53:53,HR,3 - Moderate,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10301,2026-05-28 07:45:00,2026-05-29 00:33:47,HR,2 - High,HR Team,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10302,2026-01-01 19:22:00,2026-01-01 23:04:59,Hardware,2 - High,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10303,2026-01-22 16:23:00,2026-01-23 03:21:06,Hardware,3 - Moderate,Service Desk,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10304,2026-05-01 01:40:00,2026-05-01 06:01:57,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10305,2026-01-05 11:50:00,2026-01-05 14:51:45,Access,3 - Moderate,Service Desk,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10306,2026-01-27 18:47:00,2026-01-27 21:25:29,Network,3 - Moderate,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10307,2026-04-01 17:21:00,2026-04-01 21:10:39,Software,2 - High,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10308,2026-02-16 04:04:00,2026-02-16 09:44:42,Hardware,2 - High,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10309,2026-02-21 01:50:00,2026-02-21 07:07:46,Access,4 - Low,Security Team,신규 입사자 시스템 권한 일괄 신청,"다음 주 입사 예정인 신입 사원의 메일, 메신저, 사내 시스템 접근 권한 일괄 생성을 요청합니다."
SR10310,2026-03-21 16:25:00,2026-03-21 22:32:47,Hardware,2 - High,Hardware Support,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10311,2026-01-10 20:12:00,2026-01-11 07:55:04,HR,2 - High,Service Desk,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10312,2026-03-26 08:07:00,2026-03-26 11:07:16,Software,2 - High,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10313,2026-04-23 12:21:00,2026-04-23 16:56:06,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10314,2026-04-05 16:17:00,2026-04-06 01:23:49,Hardware,3 - Moderate,Service Desk,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10315,2026-04-21 19:52:00,2026-04-22 00:09:41,Network,4 - Low,Service Desk,인터넷 연결 끊김 장애,오늘 아침부터 특정 층 전체 인터넷 연결이 끊겼습니다. 급한 업무가 많은데 빠른 확인 부탁드립니다.
SR10316,2026-01-27 02:20:00,2026-01-27 10:42:56,Hardware,3 - Moderate,Service Desk,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10317,2026-04-20 05:44:00,2026-04-20 07:58:02,Software,3 - Moderate,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10318,2026-01-11 23:55:00,2026-01-12 01:02:33,Access,3 - Moderate,Service Desk,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10319,2026-01-15 02:42:00,2026-01-15 10:12:10,Software,4 - Low,Service Desk,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10320,2026-02-10 00:09:00,2026-02-10 02:01:03,Access,3 - Moderate,Service Desk,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10321,2026-02-02 02:15:00,2026-02-03 03:39:27,HR,3 - Moderate,Service Desk,재직증명서 국문 및 영문 발급 요청,"은행 제출용 재직증명서 국문 1부, 비자 신청용 영문 1부를 급히 발급 요청합니다."
SR10322,2026-05-26 01:38:00,2026-05-26 03:40:20,Software,2 - High,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10323,2026-04-06 14:48:00,2026-04-07 01:25:26,Hardware,3 - Moderate,Service Desk,마우스 및 키보드 교체 요청,"키보드의 특정 키가 눌린 채로 안 올라오고, 마우스 휠이 정상적으로 작동하지 않아 업무에 지장이 있습니다. 새 장비로 교체 요청합니다."
SR10324,2026-04-04 12:20:00,2026-04-04 15:51:02,Network,2 - High,Network Support,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10325,2026-01-07 23:11:00,2026-01-08 07:50:19,Software,3 - Moderate,Software Support,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10326,2026-01-31 08:49:00,2026-01-31 11:04:13,Access,4 - Low,Service Desk,보안 서버 접근용 SSH 키 등록,운영 서버 점검을 위해 개발자 공개 SSH 키 등록을 요청합니다.
SR10327,2026-03-15 22:58:00,2026-03-16 03:05:50,Software,3 - Moderate,Service Desk,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10328,2026-02-04 02:28:00,2026-02-04 06:10:31,Access,3 - Moderate,Security Team,신규 프로젝트 공유 폴더 접근 권한 신청,이번에 신규 생성된 공유 폴더인 'Project_2026'에 대한 읽기/쓰기 권한 부여를 신청합니다.
SR10329,2026-03-23 21:22:00,2026-03-24 12:29:25,Hardware,4 - Low,Service Desk,듀얼 모니터 미인식 문제,모니터를 새로 연결했는데 PC에서 듀얼 모니터 인식이 안 되고 화면이 나오지 않습니다.
SR10330,2026-02-10 22:45:00,2026-02-11 02:43:19,Network,3 - Moderate,Service Desk,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10331,2026-02-27 03:12:00,2026-02-27 08:23:58,Hardware,2 - High,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10332,2026-01-07 11:35:00,2026-01-08 03:43:05,Hardware,3 - Moderate,Hardware Support,회의실 빔프로젝터 연결 케이블 파손,대회의실 빔프로젝터에 연결하는 HDMI 케이블 단자가 파손되어 화면 출력이 되지 않습니다. 교체 바랍니다.
SR10333,2026-05-22 04:39:00,2026-05-23 04:15:46,HR,3 - Moderate,Service Desk,사원증 분실로 인한 재발급 신청,출근 중 사원증을 분실하여 재발급을 요청합니다. 출입 권한 이전도 같이 요청합니다.
SR10334,2026-04-12 22:46:00,2026-04-13 02:35:14,Network,3 - Moderate,Network Support,와이파이 신호 불량 및 속도 저하,회의실 A에서 사내 와이파이 연결이 자주 끊기고 속도가 너무 느려서 회의 진행이 어렵습니다.
SR10335,2026-05-28 02:08:00,2026-05-28 03:49:03,Access,3 - Moderate,Service Desk,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10336,2026-04-30 21:33:00,2026-05-01 00:33:10,Software,2 - High,Software Support,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10337,2026-05-31 05:49:00,2026-05-31 13:46:07,Software,3 - Moderate,Software Support,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10338,2026-01-15 03:33:00,2026-01-15 16:27:08,Hardware,3 - Moderate,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10339,2026-02-11 10:59:00,2026-02-12 01:20:30,Hardware,3 - Moderate,Service Desk,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10340,2026-03-14 02:16:00,2026-03-14 09:33:24,Hardware,1 - Critical,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10341,2026-03-19 19:34:00,2026-03-20 11:01:44,Hardware,4 - Low,Service Desk,노트북 전원 불량 및 켜지지 않음,어제 저녁까지 잘 쓰던 노트북이 오늘 아침에 전원 버튼을 눌러도 반응이 없고 충전 표시등도 켜지지 않습니다.
SR10342,2026-05-29 04:10:00,2026-05-29 10:36:06,Network,3 - Moderate,Network Support,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10343,2026-01-11 00:05:00,2026-01-11 19:42:33,HR,3 - Moderate,Service Desk,사내 교육 수강 이력 반영 요청,지난주 완료한 직무 교육 수강 확인서를 첨부하오니 교육 이력에 반영해 주시기 바랍니다.
SR10344,2026-05-27 13:39:00,2026-05-27 16:17:53,Network,3 - Moderate,Service Desk,사내 VPN 접속 오류 발생,외부 출장 중에 사내 VPN에 접속하려고 하면 403 에러가 발생하며 로그인이 되지 않습니다.
SR10345,2026-03-16 20:19:00,2026-03-17 02:38:05,Network,4 - Low,Service Desk,방화벽 포트 오픈 신청,신규 개발 시스템 구축을 위해 개발망과 운영망 간의 특정 포트 오픈이 필요합니다.
SR10346,2026-03-18 14:04:00,2026-03-18 17:13:41,Access,3 - Moderate,Security Team,Jira 및 Confluence 프로젝트 관리자 권한 부여,부서 이동으로 인해 특정 Jira 프로젝트의 관리 권한 인계가 필요합니다.
SR10347,2026-04-17 15:29:00,2026-04-17 20:35:51,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10348,2026-02-06 10:55:00,2026-02-06 19:39:46,Hardware,2 - High,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10349,2026-02-03 11:32:00,2026-02-03 12:04:25,Software,1 - Critical,Service Desk,Git 클라이언트 소스 동기화 에러,로컬 저장소에서 원격 저장소로 push를 할 때 권한 오류 또는 알 수 없는 오류로 실패합니다.
SR10350,2026-03-03 14:07:00,2026-03-04 21:59:05,HR,3 - Moderate,HR Team,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
SR10351,2026-02-06 03:03:00,2026-02-06 07:08:20,Software,4 - Low,Service Desk,MS Office 365 로그인 인증 오류,아웃룩과 액셀 실행 시 라이선스 인증 창이 계속 뜨며 정품 인증이 풀리는 현상이 있습니다.
SR10352,2026-04-18 07:55:00,2026-04-18 13:51:35,Software,3 - Moderate,Service Desk,데이터베이스 클라이언트 툴 설치 요청,업무를 위해 DBeaver 설치가 필요합니다. 사내 소프트웨어 포털에서 설치가 안 되어 지원 요청합니다.
SR10353,2026-03-22 06:48:00,2026-03-22 17:21:53,Hardware,3 - Moderate,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10354,2026-04-30 15:56:00,2026-05-01 01:46:47,Hardware,3 - Moderate,Service Desk,PC 메모리 추가 장착 요청,최근 코딩 작업 시 메모리 부족으로 인해 PC 속도가 급격히 느려집니다. 기존 8GB에서 16GB로 업그레이드 요청합니다.
SR10355,2026-01-24 12:32:00,2026-01-24 14:53:23,Software,2 - High,Service Desk,개발 IDE 라이선스 만료 및 갱신,사용 중인 IntelliJ 개발 라이선스가 만료되어 실행이 되지 않습니다. 라이선스 키 갱신 또는 재발급 요청합니다.
SR10356,2026-05-30 11:03:00,2026-05-30 14:29:01,Access,3 - Moderate,Security Team,사내 인트라넷 계정 잠금 해제 요청,비밀번호를 5회 잘못 입력하여 사내 포털 계정이 잠겼습니다. 잠금 해제 및 임시 비밀번호 발급 부탁드립니다.
SR10357,2026-05-01 09:34:00,2026-05-01 12:40:20,Network,3 - Moderate,Service Desk,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10358,2026-02-04 08:46:00,2026-02-04 12:57:22,Network,3 - Moderate,Network Support,네트워크 스위치 재부팅 요청,개발 서버 대역의 네트워크 연결 상태가 불안정하여 스위치 장비 확인 및 재부팅을 요청합니다.
SR10359,2026-01-12 12:03:00,2026-01-12 20:01:17,Software,4 - Low,Service Desk,신규 백신 프로그램 설치 실패,사내 보안 정책에 따라 백신 프로그램을 설치하려는데 설치 도중 에러가 나면서 롤백됩니다. 설치 지원 요청합니다.
SR10360,2026-05-22 09:04:00,2026-05-22 20:35:23,HR,2 - High,HR Team,경조사 휴가 및 경조금 신청,가족 상가로 인한 특별 휴가 신청서와 경조금 지급 신청서류를 제출합니다.
